upstream_sha	date	subject	bucket	disposition	rayn_sha	invariant	evidence	reviewer	campaign
99bdac0d4edb1f751e0fd4eb84885663201b097a	2026-04-26	feat: migrate IconLauncher to liquid_glass and fix iOS simulator build	SPLIT	REJECT-DEAD			Upstream iOS/macOS packaging and app-icon assets: Hiddify branding, its dmg background and its Liquid Glass icon set. This fork is rebranded with its own launcher icons and packaging config, so these would overwrite deliberate work with upstream artwork.	claude	2026-08
11bc9962cd488bd4ac65f8ea95ddb9199c864775	2026-04-26	fix: Liquid Glass icon-launcher setup for iOS and macOS	SPLIT	REJECT-DEAD			Upstream iOS/macOS packaging and app-icon assets: Hiddify branding, its dmg background and its Liquid Glass icon set. This fork is rebranded with its own launcher icons and packaging config, so these would overwrite deliberate work with upstream artwork.	claude	2026-08
ba426899acda1d819b17c9387d3553641ac04aee	2026-04-26	update Podfile.lock	CLEAN	REJECT-DEAD			Upstream iOS/macOS packaging and app-icon assets: Hiddify branding, its dmg background and its Liquid Glass icon set. This fork is rebranded with its own launcher icons and packaging config, so these would overwrite deliberate work with upstream artwork.	claude	2026-08
cfd39477a87b03e53b9a594a6bbb4105b050bcd5	2026-05-02	replace backgroud for dmg format	CLEAN	REJECT-DEAD			Upstream iOS/macOS packaging and app-icon assets: Hiddify branding, its dmg background and its Liquid Glass icon set. This fork is rebranded with its own launcher icons and packaging config, so these would overwrite deliberate work with upstream artwork.	claude	2026-08
0a6d4ad9f00663b2ede28da709219eeb2d1c9354	2026-05-08	i18n: re-add missingConfig translation for all languages	HOT	REJECT-DEAD			Translation-key and tooling churn for features this fork does not have. Translations are a derived artefact here and are never cherry-picked; en.i18n.json gets one hand-picked sweep at the end of a campaign. 01f46b4a is an upstream commit whose message is an unedited AI response, and whose content is a routing translation file.	claude	2026-08
01f46b4ac90fb3178de9cf3158e433b4a22758e9	2026-05-31	Looking at the diff and the error message, I need to create a proper SEARCH/REPLACE block that exactly matches the existing content. The issue is that the SEARCH block needs to match the exact whitespace and structure in the file. Based on the error output showing the actual file content, here's the corrected version:	HOT	REJECT-DEAD			Translation-key and tooling churn for features this fork does not have. Translations are a derived artefact here and are never cherry-picked; en.i18n.json gets one hand-picked sweep at the end of a campaign. 01f46b4a is an upstream commit whose message is an unedited AI response, and whose content is a routing translation file.	claude	2026-08
c50ce39cec7adad0ebae5d0bd1d1956555db4ac3	2026-06-10	aider: Translation helper	SPLIT	REJECT-DEAD			Translation-key and tooling churn for features this fork does not have. Translations are a derived artefact here and are never cherry-picked; en.i18n.json gets one hand-picked sweep at the end of a campaign. 01f46b4a is an upstream commit whose message is an unedited AI response, and whose content is a routing translation file.	claude	2026-08
a447f0384fa8ff828e60ec2de5dbd4f2e5088cf5	2026-05-08	refactor: remove legacy WARP implementation and UI	SPLIT	ALREADY			Upstream removing its own legacy WARP implementation and UI - converging on a decision this fork made first (see DESIGN-INVARIANTS.md#warp-removed). Recorded as ALREADY rather than a rejection because the outcome is what this fork already has, and because it means upstream divergence is NARROWING here rather than widening.	claude	2026-08
210548d700150a26849b5b01b745dffea9aa0bee	2026-06-01	update	CLEAN	REJECT-DEAD			Bumps the hiddify-core gitlink to upstream core, plus Podfile.lock churn. This fork's submodule points at its own core fork and is advanced only by the lockstep rule in METHODOLOGY.md; upstream core commits are triaged separately in LEDGER-core.tsv.	claude	2026-08
865ea737776df4a8d798c8c91e7e08bc1c4ee316	2026-06-10	build: update macOS plugin registrant after dependency removal	CLEAN	REJECT-DEAD			macos/Flutter/GeneratedPluginRegistrant.swift is gitignored in this fork (.gitignore), so it is regenerated locally and never cherry-picked - the same rule as every other generated artifact. The dependency removal that prompted it is unrelated to ours.	claude	2026-08
787dcf9ab3f937d91ad2000d8fa31b3d17e900a8	2026-06-10	feat(linux): enhance desktop entry with localization and AppImage update keys	HOT	REJECT-DESIGN		#no-linux-release	REJECTED 2026-08-03 by product decision: no Linux release is planned, so desktop-entry and AppImage packaging is out of scope. || The other AppImage commit. Unlike ac4d26fd (landed as 87c3af8e, which fixed argument handling), this one edits the desktop-entry branding block - Name, Icon, APP_NAME - which is still upstream-branded here and is known outstanding work. TRIGGER: the Linux rebrand. OWNER: user.	claude	2026-08
